"speciesFixed","category","kingdom","phylum","class","order","family","genus","total_obs","user_obs","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","Occurrence","species.ID","inat.iconic","source","species.common","species.science","phylum.common","phylum.science","class.common","class.science","order.common","order.science","family.common","family.science","genus.common","genus.science","inat.ID"
"Gunnera tinctoria","Plant","Plantae","Magnoliophyta","Magnoliopsida","Gunnerales","Gunneraceae","Gunnera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","125734","Plantae","iNat","Chilean rhubarb","Gunnera tinctoria","Flowering plants","Magnoliophyta","Dicots","Magnoliopsida","Dicots","Gunnerales","Dicots","Gunneraceae","Dicots","Gunnera","77310"
"Gymnopilus sapineus","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Gymnopilus",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"713763","Fungi}}]","iNat","Fungi including lichens","Gymnopilus sapineus","Fungi including lichens","Basidiomycota","Agaricomycetes","Agaricomycetes","Gilled mushrooms","Agaricales","Strophariaceae","Strophariaceae","Strophariaceae","Gymnopilus","118302"
"Gymnopilus ventricosus","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Gymnopilus",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,"5185956","Fungi}}","iNat","Fungi including lichens","Gymnopilus ventricosus","Fungi including lichens","Basidiomycota","Agaricomycetes","Agaricomycetes","Gilled mushrooms","Agaricales","Strophariaceae","Strophariaceae","Strophariaceae","Gymnopilus","348809"
"Gymnorhinus cyanocephalus","Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Gymnorhinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","591193","Aves","iNat","Pinyon Jay","Gymnorhinus cyanocephalus","Chordates","Chordata","Birds","Aves","Perching Birds","Passeriformes","Crows, Jays, and Magpies","Corvidae","Crows, Jays, and Magpies","Gymnorhinus","8618"
"Habronattus amicus","Invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus",2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,"291306","Arachnida}}","iNat","Animals","Habronattus amicus","Arthropods","Arthropoda","Arachnids","Arachnida","Spiders","Araneae","Jumping Spiders","Salticidae","Jumping Spiders","Habronattus","220809"
"Haematopus bachmani","Bird","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus",5,5,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,2,0,1,1,"Present","2059","Aves","iNat","Black Oystercatcher","Haematopus bachmani","Chordates","Chordata","Birds","Aves","Shorebirds","Charadriiformes","Oystercatchers","Haematopodidae","Oystercatchers","Haematopus","4838"
"Haemorhous mexicanus","Bird","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Haemorhous",3,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,NA,"5374575","Aves","iNat","House Finch","Haemorhous mexicanus","Chordates","Chordata","Birds","Aves","Perching Birds","Passeriformes","Finches, Euphonias, and Allies","Fringillidae","American Rosefinches","Haemorhous","199840"
"Haemorhous purpureus","Bird","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Haemorhous",6,4,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2,1,2,0,NA,"1387","Aves","iNat","Purple Finch","Haemorhous purpureus","Chordates","Chordata","Birds","Aves","Perching Birds","Passeriformes","Finches, Euphonias, and Allies","Fringillidae","American Rosefinches","Haemorhous","199841"
"Hainardia cylindrica","Plant","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Hainardia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","60285","Plantae","iNat","One-glumed Hard-grass","Hainardia cylindrica","Flowering plants","Magnoliophyta","Monocots","Liliopsida","Grasses and allies","Poales","Grasses","Poaceae","Grasses","Hainardia","60285"
"Haliaeetus leucocephalus","Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliaeetus",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Present","1109","Aves","iNat","Bald Eagle","Haliaeetus leucocephalus","Chordates","Chordata","Birds","Aves","Hawks, Eagles, Vultures, and Allies","Accipitriformes","Hawks, Eagles, and Kites","Accipitridae","Sea-Eagles","Haliaeetus","5305"
"Haliotis cracherodii","Invertebrate","Animalia","Mollusca","Gastropoda","Archaeogastropoda","Haliotididae","Haliotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","2990091","Mollusca","iNat","Black Abalone","Haliotis cracherodii","Mollusks","Mollusca","Gastropods","Gastropoda","Gastropods","Archaeogastropoda","Gastropods","Haliotididae","Pāua and Abalone","Haliotis","56649"
"Haliotis rufescens","Invertebrate","Animalia","Mollusca","Gastropoda","Archaeogastropoda","Haliotididae","Haliotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","20801","Mollusca","iNat","Red Abalone","Haliotis rufescens","Mollusks","Mollusca","Gastropods","Gastropoda","Gastropods","Archaeogastropoda","Gastropods","Haliotididae","Pāua and Abalone","Haliotis","56652"
"Hapalogaster cavicauda","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Lithodidae","Hapalogaster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","3782","Animalia","iNat","Furry Crab","Hapalogaster cavicauda","Arthropods","Arthropoda","Malacostracans","Malacostraca","Decapods","Decapoda","Decapods","Lithodidae","Decapods","Hapalogaster","51632"
"Haplotrema minimum","Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Haplotrematidae","Haplotrema",2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,"3034369","Mollusca","iNat","California Lancetooth","Haplotrema minimum","Mollusks","Mollusca","Gastropods","Gastropoda","Common Land Snails and Slugs","Stylommatophora","Common Land Snails and Slugs","Haplotrematidae","Common Land Snails and Slugs","Haplotrema","220930"
"Harmonia axyridis","Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Harmonia",3,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,NA,"4715680","Insecta","iNat","Asian Lady Beetle","Harmonia axyridis","Arthropods","Arthropoda","Insects","Insecta","Beetles","Coleoptera","Lady Beetles","Coccinellidae","Greater Ladybeetles","Harmonia","48484"
"Harpaphe haydeniana","Invertebrate","Animalia","Arthropoda","Diplopoda","Polydesmida","Xystodesmidae","Harpaphe",3,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,NA,"10498","Animalia","iNat","Yellow-spotted Millipede","Harpaphe haydeniana","Arthropods","Arthropoda","Millipedes","Diplopoda","Flat-backed Millipedes","Polydesmida","Flat-backed Millipedes","Xystodesmidae","Flat-backed Millipedes","Harpaphe","47737"
"Hastaperla chilnualna","Invertebrate","Animalia","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Haploperla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hedera helix","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Araliaceae","Hedera",3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"Present","9837","Plantae","iNat","English ivy","Hedera helix","Flowering plants","Magnoliophyta","Dicots","Magnoliopsida","Carrots and allies","Apiales","Ivy family","Araliaceae","Ivies","Hedera","55882"
"Helenium puberulum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Helenium",5,4,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,"Present","5222","Plantae","iNat","Rosilla","Helenium puberulum","Flowering plants","Magnoliophyta","Dicots","Magnoliopsida","Sunflowers and allies","Asterales","Aster family","Asteraceae","Sneezeweeds","Helenium","53092"
"Helianthemum scoparium","Plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Cistaceae","Helianthemum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably Present","11696","Plantae","iNat","Peak rushrose","Helianthemum scoparium","Flowering plants","Magnoliophyta","Dicots","Magnoliopsida","Mallows and allies","Malvales","Rock Roses","Cistaceae","Rockroses","Helianthemum","57009"
"Helichrysum petiolare","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Helichrysum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","2334286","Plantae","iNat","Licorice plant","Helichrysum petiolare","Flowering plants","Magnoliophyta","Dicots","Magnoliopsida","Sunflowers and allies","Asterales","Aster family","Asteraceae","Everlasting-flowers","Helichrysum","77361"
"Heliotropium curassavicum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Heliotropium",8,7,0,0,0,0,1,3,2,2,0,0,0,0,0,0,2,0,0,1,1,1,3,0,0,"Present","23370","Plantae","iNat","Seaside heliotrope","Heliotropium curassavicum","Flowering plants","Magnoliophyta","Dicots","Magnoliopsida","Dicots","Boraginales","Borage family","Boraginaceae","Heliotrope","Heliotropium","58058"
"Helminthoglypta arrosa","Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Helminthoglyptidae","Helminthoglypta",3,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,NA,"691667","Mollusca","iNat","Bronze Shoulderband","Helminthoglypta arrosa","Mollusks","Mollusca","Gastropods","Gastropoda","Common Land Snails and Slugs","Stylommatophora","Common Land Snails and Slugs","Helminthoglyptidae","Shoulderbands","Helminthoglypta","150566"
"Helminthoglypta stiversiana","Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Helminthoglyptidae","Helminthoglypta",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"150575","Mollusca","iNat","Shoulderbands","Helminthoglypta stiversiana","Mollusks","Mollusca","Gastropods","Gastropoda","Common Land Snails and Slugs","Stylommatophora","Common Land Snails and Slugs","Helminthoglyptidae","Shoulderbands","Helminthoglypta","150576"
"Helminthotheca echioides","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Helminthotheca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","5273","Plantae","iNat","Bristly Ox-Tongue","Helminthotheca echioides","Flowering plants","Magnoliophyta","Dicots","Magnoliopsida","Sunflowers and allies","Asterales","Aster family","Asteraceae","Aster family","Helminthotheca","61906"
"Helmitheros vermivorus","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Helmitheros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","121012","Aves","iNat","Worm-eating Warbler","Helmitheros vermivorum","Chordates","Chordata","Birds","Aves","Perching Birds","Passeriformes","New World Warblers","Parulidae","New World Warblers","Helmitheros","72912"
"Helvella dryophila","Fungi","Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","Helvella",2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,"1472704","Fungi}}]","iNat","Fungi including lichens","Helvella dryophila","Sac fungi","Ascomycota","Sac fungi","Pezizomycetes","Sac fungi","Pezizales","Sac fungi","Helvellaceae","Elfin Saddles","Helvella","354699"
"Helvella vespertina","Fungi","Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","Helvella",7,5,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,NA,"1409307","Fungi}}]","iNat","Fungi including lichens","Helvella vespertina","Sac fungi","Ascomycota","Sac fungi","Pezizomycetes","Sac fungi","Pezizales","Sac fungi","Helvellaceae","Elfin Saddles","Helvella","423950"
"Hemerodromia","Invertebrate","Animalia","Arthropoda","Insecta","Diptera","Empididae","Hemerodromia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","311528","Insecta}]","iNat","Dance Flies","Hemerodromia stellaris","Arthropods","Arthropoda","Insects","Insecta","Flies","Diptera","Dance Flies","Empididae","Animals","Hemerodromia","311529"
"Hemigrapsus nudus","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Varunidae","Hemigrapsus",2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"Present","1732","Animalia","iNat","Purple Shore Crab","Hemigrapsus nudus","Arthropods","Arthropoda","Malacostracans","Malacostraca","Decapods","Decapoda","Decapods","Varunidae","Decapods","Hemigrapsus","48342"
"Hemigrapsus oregonensis","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Varunidae","Hemigrapsus",4,4,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,NA,"27539","Animalia","iNat","Yellow Shore Crab","Hemigrapsus oregonensis","Arthropods","Arthropoda","Malacostracans","Malacostraca","Decapods","Decapoda","Decapods","Varunidae","Decapods","Hemigrapsus","69170"
"Hemilepidotus spinosus","Fish","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably Present","117537","Actinopterygii","iNat","Brown Irish lord","Hemilepidotus spinosus","Chordates","Chordata","Ray-finned Fishes","Actinopterygii","Mail-cheeked Fishes","Scorpaeniformes","Typical Sculpins","Cottidae","Typical Sculpins","Hemilepidotus","117537"
"Hemizonia congesta","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Hemizonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","16766","Plantae","iNat","Hayfield Tarweed","Hemizonia congesta","Flowering plants","Magnoliophyta","Dicots","Magnoliopsida","Sunflowers and allies","Asterales","Aster family","Asteraceae","Yellow Hayfield Tarplant","Hemizonia","56960"
"Hepialus behrensi","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Hepialidae","Hepialus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heptagenia","Invertebrate","Animalia","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Heptagenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","221206","Insecta}]}]}.results[0]","iNat","Yellow May Dun","Heptagenia pulla","Arthropods","Arthropoda","Insects","Insecta","Mayflies","Ephemeroptera","Stream Mayflies","Heptageniidae","Yellow May Dun","Heptagenia","177891"
"Heptagyia","Invertebrate","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae","Heptagyia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heracleum maximum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum",45,26,2,4,4,12,7,1,5,2,4,1,2,1,0,0,0,0,0,1,1,2,6,26,9,"Present","23131","Plantae","iNat","Cow Parsnip","Heracleum maximum","Flowering plants","Magnoliophyta","Dicots","Magnoliopsida","Carrots and allies","Apiales","Carrot family","Apiaceae","Carrot family","Heracleum","53094"
"Hermissenda crassicornis","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Facelinidae","Hermissenda",3,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,NA,"1958450","Mollusca","iNat","Horned Aeolid","Hermissenda crassicornis","Mollusks","Mollusca","Gastropods","Gastropoda","Nudibranchs","Nudibranchia","Nudibranchs","Facelinidae","Nudibranchs","Hermissenda","47209"
"Hermissenda opalescens","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Facelinidae","Hermissenda",2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,"3626588","Mollusca}}]","iNat","Animals","Hermissenda opalescens","Mollusks","Mollusca","Gastropods","Gastropoda","Nudibranchs","Nudibranchia","Nudibranchs","Facelinidae","Nudibranchs","Hermissenda","494603"
"Hesperevax sparsiflora","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Hesperevax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","286573","Plantae","iNat","Erect evax","Hesperevax sparsiflora","Flowering plants","Magnoliophyta","Dicots","Magnoliopsida","Sunflowers and allies","Asterales","Aster family","Asteraceae","Aster family","Hesperevax","56963"
"Hesperocnide tenella","Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Urticaceae","Hesperocnide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","152564","Plantae","iNat","Western nettle","Hesperocnide tenella","Flowering plants","Magnoliophyta","Dicots","Magnoliopsida","Roses and allies","Rosales","Nettles and allies","Urticaceae","Nettles and allies","Hesperocnide","59036"
"Hesperoleucus symmetricus","Fish","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Hesperoleucus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","123515","Actinopterygii","iNat","California Roach","Hesperoleucus symmetricus","Chordates","Chordata","Ray-finned Fishes","Actinopterygii","Minnows, Carp, and Allies","Cypriniformes","Minnows and Carps","Cyprinidae","California roaches","Hesperoleucus","67610"
"Hesperolinon congestum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Linaceae","Hesperolinon",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Not In Park","11773","Plantae","iNat","Marin dwarf-flax","Hesperolinon congestum","Flowering plants","Magnoliophyta","Dicots","Magnoliopsida","Dicots","Malpighiales","Flax Family","Linaceae","Flax Family","Hesperolinon","57134"
"Hesperophylax","Invertebrate","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Hesperophylax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","221253","Insecta","iNat","Silver-striped Northern Caddis","Hesperophylax designatus","Arthropods","Arthropoda","Insects","Insecta","Caddisflies","Trichoptera","Northern Caddisflies","Limnephilidae","Animals","Hesperophylax","177874"
"Heterodermia leucomela","Fungi","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Physciaceae","Heterodermia",4,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,NA,"274782","Fungi","iNat","Ciliate Strap-lichen","Heterodermia leucomela","Sac fungi","Ascomycota","Sac fungi","Lecanoromycetes","Sac fungi","Lecanorales","Sac fungi","Physciaceae","Fringe Lichens","Heterodermia","203875"
"Heterodermia leucomelos","Fungi","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Physciaceae","Heterodermia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","749556","Fungi","iNat","Elegant Fringe Lichen","Heterodermia leucomelos","Sac fungi","Ascomycota","Sac fungi","Lecanoromycetes","Sac fungi","Lecanorales","Sac fungi","Physciaceae","Fringe Lichens","Heterodermia","117978"
"Heteromeles arbutifolia","Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Heteromeles",8,7,0,1,0,0,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,"Present","5379","Plantae","iNat","Toyon","Heteromeles arbutifolia","Flowering plants","Magnoliophyta","Dicots","Magnoliopsida","Roses and allies","Rosales","Rose family","Rosaceae","Rose family","Heteromeles","53405"
"Heteroscelus incanus","Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","174190","Aves","iNat","Wandering Tattler","Tringa incana","Chordates","Chordata","Birds","Aves","Shorebirds","Charadriiformes","Sandpipers and Allies","Scolopacidae","Shanks, Tattlers, and Allies","Tringa","144490"
"Heterotheca sessiliflora","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Heterotheca",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Present","34155","Plantae","iNat","Sessileflower false goldenaster","Heterotheca sessiliflora","Flowering plants","Magnoliophyta","Dicots","Magnoliopsida","Sunflowers and allies","Asterales","Aster family","Asteraceae","False Golden Asters","Heterotheca","57988"
"Heuchera micrantha","Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Heuchera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","3498","Plantae","iNat","Crevice Alumroot","Heuchera micrantha","Flowering plants","Magnoliophyta","Dicots","Magnoliopsida","Saxifrages and allies","Saxifragales","Saxifrages","Saxifragaceae","Alumroots","Heuchera","51274"
"Heuchera pilosissima","Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Heuchera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","123947","Plantae","iNat","Seaside alumroot","Heuchera pilosissima","Flowering plants","Magnoliophyta","Dicots","Magnoliopsida","Saxifrages and allies","Saxifragales","Saxifrages","Saxifragaceae","Alumroots","Heuchera","68216"
"Hexagrammos decagrammus","Fish","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Hexagrammos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","26209","Actinopterygii","iNat","Kelp Greenling","Hexagrammos decagrammus","Chordates","Chordata","Ray-finned Fishes","Actinopterygii","Mail-cheeked Fishes","Scorpaeniformes","Greenlings","Hexagrammidae","Greenlings","Hexagrammos","68596"
"Hexagrammos superciliosus","Fish","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Hexagrammos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably Present","6219594","Actinopterygii","iNat","Rock greenling","Hexagrammos lagocephalus","Chordates","Chordata","Ray-finned Fishes","Actinopterygii","Mail-cheeked Fishes","Scorpaeniformes","Greenlings","Hexagrammidae","Greenlings","Hexagrammos","68594"
"Hexanchus griseus","Fish","Animalia","Chordata","Chondrichthyes","Hexanchiformes","Hexanchidae","Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","160965","Animalia","iNat","Bluntnose Sixgill Shark","Hexanchus griseus","Chordates","Chordata","Cartilaginous Fishes","Chondrichthyes","Frilled and Cow Sharks","Hexanchiformes","Cow Sharks","Hexanchidae","Sixgill Sharks","Hexanchus","102743"
"Hexatoma","Invertebrate","Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Hexatoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","371823","Insecta}]","iNat","Gravel Bed Fly","Hexatoma spatulata","Arthropods","Arthropoda","Insects","Insecta","Flies","Diptera","Limoniid Crane Flies","Limoniidae","Animals","Hexatoma","247968"
"Hieracium albiflorum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Hieracium",2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Present","42915","Plantae","iNat","White Hawkweed","Hieracium albiflorum","Flowering plants","Magnoliophyta","Dicots","Magnoliopsida","Sunflowers and allies","Asterales","Aster family","Asteraceae","Hawkweeds","Hieracium","63937"
"Himantopus mexicanus","Bird","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","Himantopus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","1551","Aves","iNat","Black-necked Stilt","Himantopus mexicanus","Chordates","Chordata","Birds","Aves","Shorebirds","Charadriiformes","Stilts and Avocets","Recurvirostridae","Typical Stilts","Himantopus","4836"
"Hippodamia convergens","Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Hippodamia",2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,"1114606","Insecta","iNat","Convergent Lady Beetle","Hippodamia convergens","Arthropods","Arthropoda","Insects","Insecta","Beetles","Coleoptera","Lady Beetles","Coccinellidae","Oblong Ladybirds","Hippodamia","48987"
"Hippoglossus stenolepis","Fish","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","83670","Actinopterygii","iNat","Pacific Halibut","Hippoglossus stenolepis","Chordates","Chordata","Ray-finned Fishes","Actinopterygii","Flatfishes","Pleuronectiformes","Righteye Flounders","Pleuronectidae","Righteye Flounders","Hippoglossus","53701"
