"decimalLongitude","decimalLatitude","category","kingdom","phylum","class","order","family","genus","speciesFixed","year","month","original.inat.taxonID"
-122.9655480556,37.9902580556,"Bird","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco peregrinus",2014,12,4647
-122.9710713889,38.0442563889,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2014,12,117767
-122.973515,37.994035,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Mergus","Mergus serrator",2014,12,6996
-122.9740763889,37.9941230556,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus occidentalis",2014,12,4328
-122.961385,38.0274663889,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2014,12,41728
-122.960792,38.02535,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Histrionicus","Histrionicus histrionicus",2014,12,7111
-122.960524,38.027192,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2014,12,41728
-122.952778,38.109444,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Ammodramus","Ammodramus leconteii",2015,1,10133
-122.73428,37.93093,"Bird","Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile","Poecile rufescens",2014,12,144820
-122.7938142003,37.9711668369,"Bird","Animalia","Chordata","Aves","Accipitriformes","Pandionidae","Pandion","Pandion haliaetus",2015,1,116999
-122.747498,37.93445,"Bird","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Haemorhous","Haemorhous purpureus",2015,1,199841
-122.744837,37.933638,"Bird","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco peregrinus",2015,1,4647
-122.957222,38.113333,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus erythrorhynchos",2015,1,4334
-122.9425,38.121111,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2015,1,42221
-122.936389,38.123611,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2015,1,1409
-122.799854,38.024439,"Fungi","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcoscyphaceae","Sarcoscypha","Sarcoscypha coccinea",2010,2,49134
-122.946416,38.106069,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Panaeolus","Panaeolus papilionaceus",2010,2,118263
-122.761048,37.997901,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2015,1,9100
-122.765254,38.001739,"Bird","Animalia","Chordata","Aves","Passeriformes","Turdidae","Ixoreus","Ixoreus naevius",2015,1,145088
-123.021469,37.996298,"Bird","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco peregrinus",2015,1,4647
-122.945552,38.118498,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2014,11,1409
-122.948477,38.120408,"Bird","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podilymbus","Podilymbus podiceps",2014,11,4246
-122.94573,38.118517,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2014,11,42221
-122.951268,38.119216,"Bird","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","Sayornis nigricans",2014,11,17013
-122.952425,38.119057,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura","Oxyura jamaicensis",2014,11,7079
-122.953455,38.118652,"Invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Lygaeidae","Lygaeus","Lygaeus kalmii",2014,11,62045
-122.949335,38.120138,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Bucephala","Bucephala albeola",2014,11,6993
-122.948305,38.121083,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya affinis",2014,11,7054
-122.935614,38.123613,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2014,11,9176
-122.917957,38.119419,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",2014,11,5212
-122.951309,38.119117,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea herodias",2014,11,4956
-122.928568,38.093708,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus tolmiei",2014,4,50840
-122.799618,38.022199,"Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Pteridaceae","Adiantum","Adiantum aleuticum",2015,1,52667
-122.802579,38.03038,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrocybe","Hygrocybe coccinea",2015,1,55245
-122.8017,38.034369,"Bird","Animalia","Chordata","Aves","Passeriformes","Turdidae","Ixoreus","Ixoreus naevius",2015,1,145088
-122.735331,37.929982,"Bird","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","Thryomanes bewickii",2015,1,7576
-122.94573,38.110549,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Mergus","Mergus serrator",2015,1,6996
-122.935408,38.123307,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2015,1,1409
-122.9463258774,38.1202304112,"Bird","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","Podiceps auritus",2015,1,4209
-122.855781,38.102689,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa semipalmata",2015,1,144491
-122.873344,38.116289,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2015,1,9100
-122.853721,38.102689,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa","Limosa fedoa",2015,1,3954
-122.933585,38.124392,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2015,1,42220
-122.940702,38.06543,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta bernicla",2015,1,7087
-122.941464,38.066441,"Bird","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia","Gavia immer",2015,1,4626
-122.960175,38.0824,"Bird","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco sparverius",2015,1,4665
-122.941722,38.077134,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa melanoleuca",2015,1,3892
-122.94779,38.119328,"Bird","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","Sayornis nigricans",2015,1,17013
-122.953626,38.114736,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Bucephala","Bucephala albeola",2015,1,6993
-122.799726,38.044103,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Smerinthus","Smerinthus cerisyi",2011,4,119492
-122.961664,38.027427,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","Numenius phaeopus",2015,1,3901
-122.872016,38.032172,"Bird","Animalia","Chordata","Aves","Gruiformes","Rallidae","Rallus","Rallus limicola",2015,1,243
-122.872016,38.032172,"Bird","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cistothorus","Cistothorus palustris",2015,1,7601
-123.023183,37.995606,"Bird","Animalia","Chordata","Aves","Columbiformes","Columbidae","Patagioenas","Patagioenas fasciata",2015,1,3108
-122.978597,37.996061,"Bird","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",2015,1,4756
-122.961664,38.027427,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2015,1,41728
-122.963238,38.034917,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2015,1,117767
-122.958113,38.028177,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2015,1,41728
-122.969305,38.041449,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2015,1,117767
-123.022159,37.996178,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2015,1,42221
-123.019725,37.996771,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",2015,1,5212
-122.798047,38.040875,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2015,2,8234
-122.798426,38.043863,"Bird","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",2015,2,12727
-122.977261,37.99503,"Bird","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","Spinus tristis",2010,5,145310
-122.737668,37.976311,"Bird","Animalia","Chordata","Aves","Caprimulgiformes","Trochilidae","Selasphorus","Selasphorus sasin",2015,2,6359
-122.737668,37.976311,"Bird","Animalia","Chordata","Aves","Passeriformes","Paradoxornithidae","Chamaea","Chamaea fasciata",2015,2,15256
-122.737668,37.976311,"Bird","Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus","Regulus calendula",2015,2,117095
-122.9145,38.082,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis latrans",2015,2,42051
-122.972503,38.063568,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Coprinus","Coprinus comatus",2015,2,47392
-122.976623,38.218951,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela frenata",2015,2,41810
-122.963233,38.201079,"Bird","Animalia","Chordata","Aves","Passeriformes","Icteridae","Sturnella","Sturnella neglecta",2015,2,9535
-122.99554,38.241095,"Bird","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax pelagicus",2015,2,4283
-122.942277,38.121183,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Marah","Marah fabacea",2015,2,205330
-122.94229,38.121154,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans",2015,2,28398
-122.945308,38.115548,"Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Dryopteridaceae","Polystichum","Polystichum munitum",2015,2,47751
-122.951163,38.119119,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Sanicula","Sanicula arctopoides",2015,2,55466
-122.951118,38.119013,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Calandrinia","Calandrinia ciliata",2015,2,49911
-122.951118,38.119013,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Nemophila","Nemophila menziesii",2015,2,50648
-122.951054,38.118937,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium utriculatum",2015,2,56827
-122.951089,38.118824,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Sanicula","Sanicula arctopoides",2015,2,55466
-122.950757,38.118127,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Eriophyllum","Eriophyllum staechadifolium",2015,2,60963
-122.955867,38.120155,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia","Artemisia pycnocephala",2015,2,60952
-122.951367,38.119638,"Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Cicindela","Cicindela oregona",2015,2,52620
-122.953152,38.119585,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis sirtalis",2015,2,49998
-122.954124,38.119547,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria","Fragaria chiloensis",2015,2,55367
-122.95137,38.1196416667,"Herp","Animalia","Chordata","Amphibia","Anura","Hylidae","Pseudacris","Pseudacris sierra",2015,2,120720
-122.945864,38.118701,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2015,2,1409
-122.9508080447,38.1188493957,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Nemophila","Nemophila menziesii",2015,2,50648
-122.9513439397,38.118815859,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Sanicula","Sanicula arctopoides",2015,2,55466
-122.9513813985,38.1187377491,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Cardamine","Cardamine californica",2015,2,49651
-122.952504,38.119905,"Herp","Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria","Elgaria coerulea",2015,2,32064
-122.9577375223,38.1218453693,"Invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Alloniscidae","Alloniscus","Alloniscus perconvexus",2015,2,261215
-122.951796,38.12004,"Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Cicindela","Cicindela oregona",2015,2,52620
-122.94435,38.11977,"Invertebrate","Animalia","Arthropoda","Insecta","Diptera","Scathophagidae","Scathophaga","Scathophaga stercoraria",2015,2,132718
-122.951388,38.11923,"Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Gastrophysa","Gastrophysa cyanea",2015,2,69765
-122.946081,38.118731,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Marah","Marah fabacea",2015,2,205330
-122.940695,38.122039,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua","Noctua pronuba",2015,2,81687
-122.951141,38.119505,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Abronia","Abronia latifolia",2015,2,52618
-122.951103,38.119034,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Nemophila","Nemophila menziesii",2015,2,50648
-122.95263,38.119877,"Herp","Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria","Elgaria coerulea",2015,2,32064
-122.9475466667,38.0691861667,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria","Fragaria chiloensis",2015,2,55367
-122.9131939367,38.1264007982,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Blennosperma","Blennosperma nanum",2015,2,60953
-122.950295,38.0761611667,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Sanicula","Sanicula arctopoides",2015,2,55466
-122.955889,38.08121,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cotula","Cotula coronopifolia",2015,2,58812
-122.9496,38.07595,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Violaceae","Viola","Viola adunca",2015,2,53328
-122.9532916667,38.0804111667,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Nemophila","Nemophila menziesii",2015,2,50648
-122.948191,38.070318,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2015,2,9100
-122.95988,38.026626,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2015,2,41728
-122.9560466667,38.0811111667,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis sirtalis",2015,2,49998
-122.948727,38.118119,"Bird","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",2015,2,4756
-122.95137,38.1196416667,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Otariidae","Zalophus","Zalophus californianus",2015,2,41740
-122.944441,38.11583,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua","Noctua pronuba",2015,2,81687
-122.9439416667,38.1187483333,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus orthorhynchus",2015,2,67827
-122.9497833333,38.1192583333,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Cardamine","Cardamine californica",2015,2,49651
-122.9460866667,38.118795,"Invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Largidae","Largus","Largus californicus",2015,2,52986
-122.9508566667,38.1185216667,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa virginiensis",2015,2,48549
-122.9513083333,38.119575,"Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Cicindela","Cicindela oregona",2015,2,52620
-122.9512433333,38.11851,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium utriculatum",2015,2,56827
-122.9529116667,38.1197016667,"Invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Philosciidae","Littorophiloscia","Littorophiloscia richardsonae",2015,2,261205
-122.9529116667,38.1197016667,"Invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio","Porcellio scaber",2015,2,122238
-122.9529116667,38.1197016667,"Invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio","Porcellio dilatatus",2015,2,339101
-122.9530033333,38.1195683333,"Invertebrate","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Sympetrum","Sympetrum corruptum",2015,2,68138
-122.9531266667,38.119605,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis sirtalis",2015,2,49998
-122.9541966667,38.118925,"Bird","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus delawarensis",2015,2,4364
-122.9580666667,38.12157,"Bird","Animalia","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","Eremophila alpestris",2015,2,7294
-122.957815,38.12187,"Invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Alloniscidae","Alloniscus","Alloniscus perconvexus",2015,2,261215
-122.9566316667,38.1208883333,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Perizoma","Perizoma epictata",2015,2,201325
-122.9529566667,38.1196483333,"Herp","Animalia","Chordata","Amphibia","Anura","Hylidae","Pseudacris","Pseudacris sierra",2015,2,120720
-122.759814,37.998792,"Invertebrate","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura","Ischnura cervula",2015,2,62229
-122.798352,38.040588,"Invertebrate","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Rhionaeschna","Rhionaeschna californica",2015,2,67736
-122.993,38.2351666667,"Fungi","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Polycauliona","Polycauliona coralloides",2014,3,463826
-122.9896666667,38.2323333333,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Lasthenia","Lasthenia minor",2014,3,58002
