"Accepted Symbol","Synonym Symbol","Scientific Name","Genus","Family","Family Common Name","Order","Class","Division","Kingdom"
"EPIPA","","Epipactis","Epipactis","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"EPIPH","","Epiphyllum","Epiphyllum","Cactaceae","Cactus family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"EPIPR","","Epipremnum","Epipremnum","Araceae","Arum family","Arales","Liliopsida","Magnoliophyta","Plantae"
"EPIPT","","Epipterygium","Epipterygium","Bryaceae","","Bryales","Bryopsida","Bryophyta","Plantae"
"EPISC","","Episcia","Episcia","Gesneriaceae","Gesneriad family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"EPITH","","Epithelantha","Epithelantha","Cactaceae","Cactus family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"EPIXI","","Epixiphium","Epixiphium","Scrophulariaceae","Figwort family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"EQUIS","","Equisetum","Equisetum","Equisetaceae","Horsetail family","Equisetales","Equisetopsida","Equisetophyta","Plantae"
"ERAGR","","Eragrostis","Eragrostis","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ERANT3","","Eranthemum","Eranthemum","Acanthaceae","Acanthus family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"ERANT2","","Eranthis","Eranthis","Ranunculaceae","Buttercup family","Ranunculales","Magnoliopsida","Magnoliophyta","Plantae"
"ERECH","","Erechtites","Erechtites","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"EREMA","","Eremalche","Eremalche","Malvaceae","Mallow family","Malvales","Magnoliopsida","Magnoliophyta","Plantae"
"EREMO2","","Eremochloa","Eremochloa","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"EREMO8","","Eremocitrus","Eremocitrus","Rutaceae","Rue family","Sapindales","Magnoliopsida","Magnoliophyta","Plantae"
"EREMO3","","Eremocrinum","Eremocrinum","Liliaceae","Lily family","Liliales","Liliopsida","Magnoliophyta","Plantae"
"EREMO11","","Eremogone","Eremogone","Caryophyllaceae","Pink family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"EREMO9","","Eremonotus","Eremonotus","Gymnomitriaceae","","Jungermanniales","Hepaticopsida","Hepaticophyta","Plantae"
"EREMO10","","Eremophila","Eremophila","Myoporaceae","Myoporum family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"EREMO5","","Eremopyrum","Eremopyrum","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"EREMO7","","Eremospatha","Eremospatha","Arecaceae","Palm family","Arecales","Liliopsida","Magnoliophyta","Plantae"
"ERIAC","","Eriachne","Eriachne","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ERIAS","","Eriastrum","Eriastrum","Polemoniaceae","Phlox family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"ERICA","","Erica","Erica","Ericaceae","Heath family","Ericales","Magnoliopsida","Magnoliophyta","Plantae"
"ERICA2","","Ericameria","Ericameria","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ERIGE","","Erigenia","Erigenia","Apiaceae","Carrot family","Apiales","Magnoliopsida","Magnoliophyta","Plantae"
"ERIGE2","","Erigeron","Erigeron","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ERINU","","Erinus","Erinus","Scrophulariaceae","Figwort family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"ERIOB","","Eriobotrya","Eriobotrya","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"ERIOC","","Eriocaulon","Eriocaulon","Eriocaulaceae","Pipewort family","Eriocaulales","Liliopsida","Magnoliophyta","Plantae"
"ERIOC2","","Eriochloa","Eriochloa","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ERIOC3","","Eriochrysis","Eriochrysis","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ERIOD2","","Erioderma","Erioderma","Pannariaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"ERIOD","","Eriodictyon","Eriodictyon","Hydrophyllaceae","Waterleaf family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"ERIOG","","Eriogonum","Eriogonum","Polygonaceae","Buckwheat family","Polygonales","Magnoliopsida","Magnoliophyta","Plantae"
"ERION","","Erioneuron","Erioneuron","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ERIOP","","Eriophorum","Eriophorum","Cyperaceae","Sedge family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ERIOP2","","Eriophyllum","Eriophyllum","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ERIOS8","","Eriosema","Eriosema","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ERIOS","","Eriosorus","Eriosorus","Pteridaceae","Maidenhair Fern family","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"ERITH","","Erithalis","Erithalis","Rubiaceae","Madder family","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"ERITR","","Eritrichium","Eritrichium","Boraginaceae","Borage family","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"ERLAN2","","Erlangea","Erlangea","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ERNOD","","Ernodea","Ernodea","Rubiaceae","Madder family","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"ERODI","","Erodium","Erodium","Geraniaceae","Geranium family","Geraniales","Magnoliopsida","Magnoliophyta","Plantae"
"ERPOD","","Erpodium","Erpodium","Erpodiaceae","","Orthotrichales","Bryopsida","Bryophyta","Plantae"
"ERRAZ","","Errazurizia","Errazurizia","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ERUCA","","Eruca","Eruca","Brassicaceae","Mustard family","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"ERUCA2","","Erucastrum","Erucastrum","Brassicaceae","Mustard family","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"ERYNG","","Eryngium","Eryngium","Apiaceae","Carrot family","Apiales","Magnoliopsida","Magnoliophyta","Plantae"
"ERYSI","","Erysimum","Erysimum","Brassicaceae","Mustard family","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"ERYTH4","","Erythranthe","Erythranthe","Scrophulariaceae","Figwort family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"ERYTH","","Erythrina","Erythrina","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ERYTH7","","Erythrochlamys","Erythrochlamys","Lamiaceae","Mint family","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"ERYTH2","","Erythrodes","Erythrodes","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"ERYTH3","","Erythronium","Erythronium","Liliaceae","Lily family","Liliales","Liliopsida","Magnoliophyta","Plantae"
"ERYTH6","","Erythrophleum","Erythrophleum","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ERYTH5","","Erythroxylum","Erythroxylum","Erythroxylaceae","Coca family","Linales","Magnoliopsida","Magnoliophyta","Plantae"
"ESCAL","","Escallonia","Escallonia","Grossulariaceae","Currant family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"ESCHS","","Eschscholzia","Eschscholzia","Papaveraceae","Poppy family","Papaverales","Magnoliopsida","Magnoliophyta","Plantae"
"ESCOB","","Escobaria","Escobaria","Cactaceae","Cactus family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ESENB","","Esenbeckia","Esenbeckia","Rutaceae","Rue family","Sapindales","Magnoliopsida","Magnoliophyta","Plantae"
"ESPEL","","Espeletia","Espeletia","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ESSLI","","Esslingeriana","Esslingeriana","Parmeliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"ETLIN","","Etlingera","Etlingera","Zingiberaceae","Ginger family","Zingiberales","Liliopsida","Magnoliophyta","Plantae"
"EUBOT","","Eubotrys","Eubotrys","Ericaceae","Heath family","Ericales","Magnoliopsida","Magnoliophyta","Plantae"
"EUBRA","","Eubrachion","Eubrachion","Eremolepidaceae","Catkin-mistletoe family","Santalales","Magnoliopsida","Magnoliophyta","Plantae"
"EUCAL","","Eucalyptus","Eucalyptus","Myrtaceae","Myrtle family","Myrtales","Magnoliopsida","Magnoliophyta","Plantae"
"EUCEP2","","Eucephalus","Eucephalus","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"EUCHA","","Eucharis","Eucharis","Liliaceae","Lily family","Liliales","Liliopsida","Magnoliophyta","Plantae"
"EUCHI","","Euchiton","Euchiton","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"EUCLA2","","Eucladium","Eucladium","Pottiaceae","","Pottiales","Bryopsida","Bryophyta","Plantae"
"EUCLA","","Euclasta","Euclasta","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"EUCLI","","Euclidium","Euclidium","Brassicaceae","Mustard family","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"EUCNI","","Eucnide","Eucnide","Loasaceae","Loasa family","Violales","Magnoliopsida","Magnoliophyta","Plantae"
"EUCRY2","","Eucryphia","Eucryphia","Cunoniaceae","Cunonia family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"EUCRY","","Eucrypta","Eucrypta","Hydrophyllaceae","Waterleaf family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"EUGEI","","Eugeissona","Eugeissona","Arecaceae","Palm family","Arecales","Liliopsida","Magnoliophyta","Plantae"
"EUGEN","","Eugenia","Eugenia","Myrtaceae","Myrtle family","Myrtales","Magnoliopsida","Magnoliophyta","Plantae"
"EULAL3","","Eulalia","Eulalia","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"EULAL2","","Eulaliopsis","Eulaliopsis","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"EULOP","","Eulophia","Eulophia","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"EUONY2","","Euonymus","Euonymus","Celastraceae","Bittersweet family","Celastrales","Magnoliopsida","Magnoliophyta","Plantae"
"EUOPS","","Euopsis","Euopsis","Lichinaceae","","Lichinales","Ascomycetes","Ascomycota","Fungi"
"EUPAT","","Eupatorium","Eupatorium","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"EUPHO","","Euphorbia","Euphorbia","Euphorbiaceae","Spurge family","Euphorbiales","Magnoliopsida","Magnoliophyta","Plantae"
"EUPHR","","Euphrasia","Euphrasia","Scrophulariaceae","Figwort family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"EURHY2","","Eurhynchium","Eurhynchium","Brachytheciaceae","Brachythecium moss family","Hypnales","Bryopsida","Bryophyta","Plantae"
"EURYA","","Eurya","Eurya","Theaceae","Tea family","Theales","Magnoliopsida","Magnoliophyta","Plantae"
"EURYA2","","Euryale","Euryale","Nymphaeaceae","Water-lily family","Nymphaeales","Magnoliopsida","Magnoliophyta","Plantae"
"EURYB","","Eurybia","Eurybia","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"EURYO","","Euryops","Euryops","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"EURYS2","","Eurystyles","Eurystyles","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"EURYT","","Eurytaenia","Eurytaenia","Apiaceae","Carrot family","Apiales","Magnoliopsida","Magnoliophyta","Plantae"
"EUSID","","Eusideroxylon","Eusideroxylon","Lauraceae","Laurel family","Laurales","Magnoliopsida","Magnoliophyta","Plantae"
"EUSTA","","Eustachys","Eustachys","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"EUSTO","","Eustoma","Eustoma","Gentianaceae","Gentian family","Gentianales","Magnoliopsida","Magnoliophyta","Plantae"
"EUTER2","","Euterpe","Euterpe","Arecaceae","Palm family","Arecales","Liliopsida","Magnoliophyta","Plantae"
"EUTHA","","Euthamia","Euthamia","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"EUTRE","","Eutrema","Eutrema","Brassicaceae","Mustard family","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"EUTRO","","Eutrochium","Eutrochium","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"EVAX","","Evax","Evax","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"EVERN2","","Evernia","Evernia","Parmeliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"EVERN3","","Everniastrum","Everniastrum","Parmeliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"EVERN4","","Everniicola","Everniicola","Uncertain Ascomycota Family","","Uncertain Ascomycota Order","Uncertain Ascomycota Class","Ascomycota","Fungi"
"EVOLV","","Evolvulus","Evolvulus","Convolvulaceae","Morning-glory family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"EXCOE","","Excoecaria","Excoecaria","Euphorbiaceae","Spurge family","Euphorbiales","Magnoliopsida","Magnoliophyta","Plantae"
"EXOCA","","Exocarpos","Exocarpos","Santalaceae","Sandalwood family","Santalales","Magnoliopsida","Magnoliophyta","Plantae"
"EXOCH","","Exochorda","Exochorda","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"EXOMI","","Exomis","Exomis","Chenopodiaceae","Goosefoot family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"EXOST","","Exostema","Exostema","Rubiaceae","Madder family","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"EXOTH","","Exothea","Exothea","Sapindaceae","Soapberry family","Sapindales","Magnoliopsida","Magnoliophyta","Plantae"
"EYSEN","","Eysenhardtia","Eysenhardtia","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"FABIA","","Fabiana","Fabiana","Solanaceae","Potato family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"FABRO","","Fabronia","Fabronia","Fabroniaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"FACEL","","Facelis","Facelis","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"FADYE","","Fadyenia","Fadyenia","Dryopteridaceae","Wood Fern family","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"FAGON","","Fagonia","Fagonia","Zygophyllaceae","Creosote-bush family","Sapindales","Magnoliopsida","Magnoliophyta","Plantae"
"FAGOP2","","Fagopyrum","Fagopyrum","Polygonaceae","Buckwheat family","Polygonales","Magnoliopsida","Magnoliophyta","Plantae"
"FAGRA","","Fagraea","Fagraea","Loganiaceae","Logania family","Gentianales","Magnoliopsida","Magnoliophyta","Plantae"
"FAGUS","","Fagus","Fagus","Fagaceae","Beech family","Fagales","Magnoliopsida","Magnoliophyta","Plantae"
"FAIDH","","Faidherbia","Faidherbia","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"FALCA","","Falcaria","Falcaria","Apiaceae","Carrot family","Apiales","Magnoliopsida","Magnoliophyta","Plantae"
"FALCA2","","Falcataria","Falcataria","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"FALLU","","Fallugia","Fallugia","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"FARAD","","Faradaya","Faradaya","Verbenaceae","Verbena family","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"FARAM","","Faramea","Faramea","Rubiaceae","Madder family","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"FARNO","","Farnoldia","Farnoldia","Porpidiaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"FATOU","","Fatoua","Fatoua","Moraceae","Mulberry family","Urticales","Magnoliopsida","Magnoliophyta","Plantae"
"FATSI","","Fatsia","Fatsia","Araliaceae","Ginseng family","Apiales","Magnoliopsida","Magnoliophyta","Plantae"
"FAYOD","","Fayodia","Fayodia","Tricholomataceae","","Agaricales","Basidiomycetes","Basidiomycota","Fungi"
"FEIJO","","Feijoa","Feijoa","Myrtaceae","Myrtle family","Myrtales","Magnoliopsida","Magnoliophyta","Plantae"
"FELIC","","Felicia","Felicia","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"FELLH","","Fellhanera","Fellhanera","Pilocarpaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"FENDL","","Fendlera","Fendlera","Hydrangeaceae","Hydrangea family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"FENDL2","","Fendlerella","Fendlerella","Hydrangeaceae","Hydrangea family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"FERNA","","Fernaldia","Fernaldia","Apocynaceae","Dogbane family","Gentianales","Magnoliopsida","Magnoliophyta","Plantae"
"FEROC","","Ferocactus","Ferocactus","Cactaceae","Cactus family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"FERUL3","","Ferula","Ferula","Apiaceae","Carrot family","Apiales","Magnoliopsida","Magnoliophyta","Plantae"
"FESTU","","Festuca","Festuca","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"FEVIL","","Fevillea","Fevillea","Cucurbitaceae","Cucumber family","Violales","Magnoliopsida","Magnoliophyta","Plantae"
"FIBRA","","Fibraurea","Fibraurea","Menispermaceae","Moonseed family","Ranunculales","Magnoliopsida","Magnoliophyta","Plantae"
"FICUS","","Ficus","Ficus","Moraceae","Mulberry family","Urticales","Magnoliopsida","Magnoliophyta","Plantae"
"FILAG","","Filago","Filago","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"FILIC2","","Filicium","Filicium","Sapindaceae","Soapberry family","Sapindales","Magnoliopsida","Magnoliophyta","Plantae"
"FILIF","","Filifolium","Filifolium","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"FILIP","","Filipendula","Filipendula","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"FIMBR","","Fimbristylis","Fimbristylis","Cyperaceae","Sedge family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"FINGE","","Fingerhuthia","Fingerhuthia","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"FIORI","","Fioria","Fioria","Malvaceae","Mallow family","Malvales","Magnoliopsida","Magnoliophyta","Plantae"
"FIRMI","","Firmiana","Firmiana","Sterculiaceae","Cacao family","Malvales","Magnoliopsida","Magnoliophyta","Plantae"
"FISSI2","","Fissidens","Fissidens","Fissidentaceae","","Fissidentales","Bryopsida","Bryophyta","Plantae"
"FITCH","","Fitchia","Fitchia","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"FITZR","","Fitzroya","Fitzroya","Cupressaceae","Cypress family","Pinales","Pinopsida","Coniferophyta","Plantae"
"FLACO","","Flacourtia","Flacourtia","Flacourtiaceae","Flacourtia family","Violales","Magnoliopsida","Magnoliophyta","Plantae"
"FLAGE","","Flagellaria","Flagellaria","Flagellariaceae","Flagellaria family","Restionales","Liliopsida","Magnoliophyta","Plantae"
"FLAVE","","Flaveria","Flaveria","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"FLAVO3","","Flavocetraria","Flavocetraria","Parmeliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"FLAVO","","Flavoparmelia","Flavoparmelia","Parmeliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"FLAVO2","","Flavopunctelia","Flavopunctelia","Parmeliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"FLEIS2","","Fleischmannia","Fleischmannia","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"FLEMI","","Flemingia","Flemingia","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"FLIND","","Flindersia","Flindersia","Rutaceae","Rue family","Sapindales","Magnoliopsida","Magnoliophyta","Plantae"
"FLOER","","Floerkea","Floerkea","Limnanthaceae","Meadow-Foam family","Geraniales","Magnoliopsida","Magnoliophyta","Plantae"
